id,news_url,title,entities,polarity,subjectivity,label
79574,http://lyons-richardson.com/,Agreement action stop simply whom maintain. 🤯,PRODUCT,0.12560717087530926,0.951357476347633,0
93790,http://haynes.org/,School heart do population trial type. 🤯,PERSON,0.8307076902468251,0.894064457312473,0
46291,http://peck-pollard.com/,Cost tend message result father people this. 🤯,None,0.369925832743794,0.2868315360889758,0
85160,https://thompson.com/,Act range add majority nice sure. 🤯,None,0.3386302995898465,0.725176105923907,0
13852,http://www.shepherd-foster.org/,Keep same election voice reduce foreign. 🤯,EVENT,-0.3597526094972434,0.38137403656102775,0
63868,http://www.rich.com/,Would including often fund organization crime make daughter say. 🤯,PERSON,0.03144466145920011,0.08556581686907083,0
99863,http://hawkins.biz/,Always whose require take chance house always set chance. 🤯,GPE,0.40095981824035754,0.1832428491795074,0
11961,https://www.white.net/,By crime lead his third special be recent we large. 🤯,ORG,0.4175757361119583,0.12788583986582502,0
31969,http://taylor.com/,Continue especially yet leader easy. 🤯,GPE,0.39801152496980996,0.8550923894757544,0
40904,http://www.petersen.biz/,Station play director prevent offer reach without that. 🤯,ORG,0.8542907830810413,0.8795878957490612,0
96571,https://randall.net/,Name rock though wait about. 🤯,PERSON,-0.8011607865203403,0.2265026819239937,0
47923,https://www.jarvis.com/,Force style a accept past of size relate. 🤯,GPE,0.7145045556979326,0.46353688720172126,0
32286,https://pace-lopez.com/,Wide admit reason writer he trip just. 🤯,PRODUCT,0.4712370305760589,0.8465362220965024,0
64365,https://www.thomas.com/,Ahead Republican point involve appear method worker senior third. 🤯,PERSON,-0.35843532685278956,0.7359653884650234,0
72269,https://www.roberts.com/,Smile lawyer late senior difference involve watch group adult. 🤯,PERSON,-0.5384459367546126,0.810969531857783,0
28949,http://peterson.org/,Base air in role benefit position war model image. 🤯,GPE,-0.49388491296316683,0.8214072479304273,0
48350,http://www.wyatt-smith.com/,Pressure only letter opportunity sure tell policy. 🤯,EVENT,0.012367658469874199,0.17918682541525366,0
58655,http://www.tran.com/,Detail likely environmental but join require remember director benefit. 🤯,ORG,0.3837592079893237,0.33137307457089094,0
89217,https://nguyen.biz/,Stage hand its less us operation soldier. 🤯,EVENT,0.14123218293087336,0.3195909927046042,0
51265,http://wallace.com/,Offer despite value Republican little heavy. 🤯,PRODUCT,-0.003619407978916467,0.0716162743002936,0
11838,https://www.best.com/,Minute not pressure war energy. 🤯,GPE,-0.8197405506429605,0.2182594025950112,0
91890,https://brown-simpson.org/,Book foreign majority adult now president need where present. 🤯,EVENT,-0.05279070216036352,0.7919352528456246,0
15213,http://www.brooks.com/,Remain evidence read agent maybe together be worry. 🤯,GPE,-0.15616521264827754,0.5064086967457753,0
49170,http://www.thomas.com/,Their edge determine condition affect leave newspaper current next Democrat center. 🤯,None,0.7980373213630507,0.4519004196968792,0
42885,http://www.moreno-norman.com/,Race great back reflect arrive kind. 🤯,EVENT,-0.9465819598339618,0.6167645358464505,0
82418,http://www.murray-miles.net/,Politics according spring include evening conference effort. 🤯,ORG,-0.5348305884330844,0.3588750740581558,0
27371,http://www.strong-mendez.com/,Between strategy do two husband turn face case. 🤯,None,-0.9518785170174473,0.2874504116101313,0
14947,http://foster.net/,Head risk remember change consumer stand drop ok level laugh. 🤯,PRODUCT,-0.05954487474494652,0.8924418996947836,0
20339,https://jones-hall.biz/,Window research customer imagine wear coach. 🤯,None,-0.4963863097792245,0.6542609667924582,0
16763,https://sanchez.com/,Particularly hot short natural and despite. 🤯,None,0.4239088617754234,0.7758880543074363,0
19384,https://kelly.org/,Nothing note go from continue wife fire his subject much. 🤯,GPE,0.33078869150241563,0.9696310591884629,0
51250,http://www.mclaughlin.com/,Become this education whose among. 🤯,ORG,-0.9551706390482144,0.475408069823679,0
28800,http://www.hunt.com/,Road trouble bit risk four program bed truth seat possible yeah. 🤯,ORG,0.47922020039954405,0.13448339753898475,0
84351,https://alexander.com/,Wall can together performance east kid black benefit. 🤯,GPE,0.13914556805856804,0.49014319369883463,0
72508,https://morales-miller.info/,Skill others wife purpose probably receive material but. 🤯,EVENT,0.3099711153687572,0.05981139360266907,0
58462,https://brown.biz/,If beyond difficult different away need family. 🤯,ORG,0.284999638675707,0.8405313834438518,0
39393,http://www.mann.com/,Decide likely study window establish yes make. 🤯,PRODUCT,0.25223875339105106,0.9805306326331007,0
75333,https://acosta-jones.com/,Particularly early pattern guess measure ground born deep. 🤯,ORG,-0.22584506658827386,0.4225337934373975,0
39728,https://cruz.biz/,Cover team push rate. 🤯,PRODUCT,0.5239928550054085,0.21881980591802475,0
75758,https://www.holmes-taylor.com/,Scientist explain also keep community degree choose. 🤯,ORG,-0.85791113199242,0.1924059091130308,0
59152,http://day-santos.com/,Reveal parent certain discuss build beautiful. 🤯,PERSON,-0.3944585870307642,0.44566078847946566,0
82179,http://www.murray.net/,Avoid hour save me both choice walk that garden. 🤯,None,0.7176298494462747,0.6919605926738663,0
65611,https://www.eaton-hughes.com/,Father short center agency identify none control marriage save. 🤯,None,0.752791758129647,0.06384795696001555,0
53695,https://ellis-dunn.com/,Feel describe white likely teacher according. 🤯,PERSON,0.5907554328785782,0.4312299891378528,0
16825,http://www.medina.info/,Check throw as capital might. 🤯,GPE,0.29533084768632234,0.3292599503226934,0
53099,https://www.ward.com/,Area culture remember information method common wait blood. 🤯,PERSON,0.6899194683030849,0.052104218393609014,0
91509,https://www.anderson.com/,Standard area wind agree final statement billion cause. 🤯,PERSON,0.6379842340245365,0.35888132622110536,0
22096,https://www.taylor.net/,Fast majority live hour friend. 🤯,PRODUCT,0.4790029623159191,0.17635501777240037,0
93069,https://johnson.com/,Easy same something find suddenly pretty. 🤯,EVENT,-0.6053335739963897,0.08915745850282086,0
54940,https://wyatt.org/,More campaign couple sense prove. 🤯,PERSON,0.14988142274509708,0.28813443690756213,0
22249,https://www.brown.org/,Care boy list stay attorney crime attorney. 🤯,GPE,0.7489401267094489,0.19303116664295839,0
41517,http://www.crawford.info/,Begin describe move necessary option end increase spring consumer hot certainly. 🤯,PRODUCT,0.954592622531041,0.5782962753831109,0
67671,http://duncan-williams.com/,Fast his near method respond huge number rock. 🤯,PRODUCT,0.4084624065863931,0.43613277627066915,0
57612,https://www.taylor.com/,Discover rule say action sport set. 🤯,PERSON,0.4876132338473089,0.6838275873144063,0
95849,https://vasquez.com/,Bring participant none particular stock chance decision generation TV great. 🤯,None,-0.3926149562576069,0.3431011865646948,0
99983,https://beck.com/,Pretty organization debate bit seem finish care keep us item. 🤯,PRODUCT,0.1540764074851031,0.3250468955007575,0
99052,http://www.kelly-robinson.info/,Of understand enough remember cover just room participant. 🤯,EVENT,0.24645713379127732,0.4585642589313833,0
90603,https://reynolds.info/,Success morning fill else do well as financial first food. 🤯,PRODUCT,-0.7859677078297935,0.8086677959577442,0
89630,https://www.walsh.org/,Man leader radio trade sort today interview mention skin. 🤯,PERSON,0.7845134018158677,0.8057996282712159,0
10787,http://www.lee.com/,Sort better against improve religious join within special her. 🤯,PRODUCT,-0.36357209986436967,0.07010921892020516,0
11308,https://www.walker.biz/,Sure until final our save blood material sing pattern. 🤯,PRODUCT,0.4446250707537529,0.3301545716353559,0
22097,http://washington.com/,Carry yard threat begin later Democrat board subject course us. 🤯,None,0.5306834276202756,0.21659536185514627,0
97721,https://www.murphy.biz/,Account most should she eat rest. 🤯,ORG,-0.6563772130585359,0.15520751154986734,0
46097,http://www.booker.com/,East new foreign moment build amount center phone. 🤯,PERSON,0.33729184292447534,0.1312589366414051,0
45294,https://www.wilkerson.com/,Cost kind test guy audience role. 🤯,None,-0.9774729611975703,0.12263082730080421,0
78609,http://watson-hoffman.com/,Wide hundred would pressure clearly meeting. 🤯,PERSON,-0.6856700935378628,0.22634905387261373,0
67246,https://www.hurst-martinez.biz/,Mouth stay recently similar prepare unit message Congress. 🤯,EVENT,0.1637223509035779,0.9233611216301313,0
70872,http://day.com/,Thought court house tell class add. 🤯,PERSON,-0.35736541783510223,0.2811364988942311,0
30682,https://www.ellis-perez.org/,Day seat enough throughout enjoy. 🤯,PERSON,0.464456814841099,0.5003808984427769,0
35541,https://jacobson.net/,With product field when exist. 🤯,EVENT,-0.42416308164257677,0.7897191203228685,0
77672,https://www.freeman.biz/,Professor bring couple rich kid maybe international. 🤯,None,0.20059159872528554,0.7246478568172822,0
37106,http://peterson.com/,Stay threat remain break line bar data live service yeah. 🤯,None,0.9894319391574553,0.9182059706405445,0
73137,https://martin.com/,Recognize quite window agent they modern. 🤯,PRODUCT,0.006952804029429771,0.5086357897357575,0
42098,http://martin.com/,Plan degree nor life hour much green study. 🤯,ORG,-0.1295332873189161,0.48930472836559347,0
17272,http://lewis.biz/,Fly program tell set movement trade. 🤯,None,-0.24013422538167362,0.542192275615766,0
50339,http://www.wang.com/,Better film relationship political before Mrs assume bed. 🤯,GPE,0.2866782538346093,0.23425225478414602,0
89984,http://brown.net/,Develop thank world raise hold. 🤯,PRODUCT,0.9082932053063972,0.7038733313269372,0
17110,http://khan.biz/,Allow key picture determine garden speak statement white star economic. 🤯,GPE,0.1907122467351976,0.6253398495697039,0
86315,http://thomas-terry.info/,Sign look into those agreement day center thus dinner. 🤯,EVENT,0.5248245180326347,0.1736246610250054,0
12611,https://www.miranda-hunt.biz/,Reflect second claim Mrs garden total. 🤯,None,0.06636745882481776,0.8968551949691941,0
18552,http://www.walker-lopez.com/,Long author explain if democratic where hold. 🤯,None,0.904346991080395,0.7306386477944332,0
42388,https://www.foley-thomas.com/,Effect husband consider experience cell skill understand single. 🤯,EVENT,0.5764743220112134,0.7260850157795612,0
82336,https://long.net/,Begin fast operation morning almost public follow red. 🤯,GPE,-0.7754969327541286,0.12275824954373027,0
69762,https://www.jacobs.info/,South option imagine bar candidate system several. 🤯,ORG,0.5076792398663579,0.7497337126973953,0
93870,http://savage.com/,Market difficult public method. 🤯,None,-0.9795628927272075,0.9217673433532577,0
69920,https://harrison.com/,Enough large cold federal doctor month. 🤯,GPE,0.5714685961986052,0.2662822086223615,0
78283,https://oliver.com/,Camera sometimes very away not others close bank whatever store. 🤯,PERSON,0.31391014054574695,0.9472312504295353,0
62673,http://martin.com/,Hundred order technology toward those. 🤯,EVENT,0.37572254989147535,0.6739329577839355,0
20049,http://davis-hill.com/,Contain response over report traditional I assume. 🤯,GPE,0.5650255835813442,0.2427322588626335,0
91529,https://www.wang.com/,Other man second else traditional product about weight lawyer life bit. 🤯,None,-0.10258613658018167,0.46241118571427386,0
18793,https://harvey.com/,Include really follow fish reveal here already here point more. 🤯,ORG,0.16353955102070938,0.06623170672707357,0
16842,http://www.stevens.com/,Her citizen despite argue responsibility discussion young. 🤯,EVENT,-0.6183922813116254,0.717036656266514,0
90755,https://www.hicks.org/,Perform art pull evening worry debate rest paper thus. 🤯,ORG,0.6663844103885115,0.903858678062667,0
47436,https://www.peters-carlson.com/,How answer party ask school of light action camera week. 🤯,PERSON,-0.7097800476620277,0.9361916832911508,0
87167,http://pitts.biz/,Seek together specific election book rich military. 🤯,EVENT,0.5595930120533268,0.3167750568674482,0
40761,http://www.ortiz-cole.com/,Though question idea until resource professional. 🤯,GPE,0.7013580927418643,0.4840837329931409,0
32892,http://www.reed-robbins.net/,Pass less fact film enter family. 🤯,None,-0.7918821469016433,0.5837478098525835,0
68712,http://www.carter.com/,Kitchen represent their position later learn yeah. 🤯,None,0.4418263108022502,0.40377072758606436,0
23504,https://www.oliver.biz/,Before west behind yourself nice agreement mean every health spend. 🤯,EVENT,0.3747389945171802,0.18069294323976648,0
62190,https://www.jones-carlson.com/,Despite painting simple apply house require suddenly fear see. 🤯,PERSON,-0.8343234103188164,0.9902917979901272,0
18561,http://leach.info/,Energy while plan hit election against next would sound. 🤯,None,-0.9988034316944869,0.7112056721904825,0
13275,https://www.clarke.org/,Talk president audience east. 🤯,None,-0.15154833174068338,0.12520124582557823,0
52697,https://weeks-wright.org/,Fly pass debate health traditional then always blue. 🤯,None,-0.10452941747892286,0.6657538793001456,0
30130,http://www.schwartz-shah.com/,Town thought provide have condition important story director huge yet. 🤯,GPE,-0.5929384085227332,0.2760815025837211,0
90883,http://smith.com/,Challenge pattern hit action really. 🤯,None,0.05459080064200417,0.9861891596434187,0
71386,http://gordon.com/,Small issue lay baby financial agreement room. 🤯,PERSON,0.20193152142738757,0.8889140203294532,0
78074,https://www.porter.info/,Increase involve this memory something. 🤯,PERSON,0.7970952764592381,0.35222332654288335,0
15487,https://www.dunlap.biz/,Guy return church institution method I amount increase point method rule. 🤯,EVENT,-0.39018877855467893,0.31668040988353385,0
32279,https://king-carter.com/,Process local reduce international guess fast. 🤯,None,-0.05782880396264645,0.814462764300066,0
42571,http://www.anthony.com/,Mouth international maintain wife hit huge kid trouble a on. 🤯,PRODUCT,0.7272216349429779,0.5524423301046381,0
77620,http://henry-reed.net/,Toward itself edge natural oil than travel. 🤯,EVENT,-0.8373246523316511,0.5572674982669222,0
84409,https://www.york.com/,One money avoid goal fill reason thank. 🤯,ORG,0.8270636098939743,0.6275833283792426,0
96864,http://hammond.com/,Stuff each prove economy example most. 🤯,EVENT,-0.8086787338591146,0.5571324990842237,0
52856,https://www.guerrero-lawson.com/,Art until rock note agree. 🤯,PERSON,0.349623290660229,0.13844865694150676,0
96377,https://brown-brown.info/,Near commercial responsibility crime wonder assume citizen. 🤯,ORG,0.4096650009652034,0.5372380227564881,0
76072,http://valdez-lee.com/,Conference who exist none help be interview history. 🤯,PRODUCT,-0.8264863776919458,0.802834479542958,0
71453,http://www.saunders-harris.net/,Cell sign figure arrive water determine final happen score project we. 🤯,EVENT,-0.09153792993216991,0.4937780069968025,0
51883,http://anderson-simpson.com/,Actually catch explain night wear keep fast organization. 🤯,PERSON,0.5226679003620818,0.3525236985795527,0
58471,https://pope-rodriguez.org/,My mention home many cup. 🤯,ORG,-0.14699480119501485,0.40723631691967355,0
62185,http://wong-leblanc.biz/,Show back shake call of along. 🤯,PRODUCT,-0.864987730704208,0.49372481068356133,0
80146,http://www.miller.com/,Agency reality indicate response walk. 🤯,None,0.01863814652569351,0.6510188804803627,0
39490,http://cabrera-nguyen.com/,Look week when miss strong summer color. 🤯,GPE,-0.18979985165990176,0.420446058595492,0
27365,https://www.holmes.biz/,Budget white explain animal at him star series painting. 🤯,GPE,0.09028966201920507,0.14524014836573662,0
22091,http://clay.com/,Special break Republican worry plant chair option teach. 🤯,GPE,0.516305072251712,0.7807172502551595,0
75698,http://www.barrera-carey.com/,Magazine question rule wait sense medical everybody investment main part. 🤯,PRODUCT,-0.27220010083808277,0.7556666385179651,0
14302,http://www.johnson.com/,Century style painting commercial argue parent data great. 🤯,PRODUCT,-0.6551591381276438,0.1240288186946521,0
70310,https://www.hudson-rodriguez.com/,Tonight response peace without writer again hit agent. 🤯,EVENT,0.3177227012169366,0.8155279620728423,0
55060,http://www.townsend.org/,Adult buy like away degree authority cut serious act. 🤯,PERSON,-0.110872146519716,0.35823628825279297,0
57144,https://www.joyce-velazquez.com/,Event writer claim month chance interest off kind. 🤯,PRODUCT,0.16691010739189616,0.4353278398117214,0
91172,https://hernandez.com/,East than exist before hard alone clearly face here court. 🤯,None,-0.09177202041280874,0.6847202855105694,0
30978,https://www.webster-day.info/,Artist since any specific give crime learn effect. 🤯,PRODUCT,0.3977574875087928,0.2668122545151568,0
98464,http://mitchell-miller.org/,Air for north adult ready bring economic approach. 🤯,None,-0.20687732380336077,0.9171574297517059,0
23877,http://www.sims.com/,Ask control growth crime place speak. 🤯,PRODUCT,-0.8108710892709405,0.5055724487541978,0
34309,https://johns.biz/,Page character skill often wife age. 🤯,PERSON,0.9404520742435876,0.7599339719925681,0
65070,https://cook.info/,College final use goal write financial. 🤯,PERSON,0.6266593594342333,0.4211444448337712,0
36952,http://macias.net/,Trade argue fish book firm scene lot. 🤯,EVENT,0.80166744153031,0.33118069520986515,0
19667,http://cain.com/,Lead show character interest almost. 🤯,GPE,0.2880887017782401,0.3986428970402396,0
74793,https://www.alexander.com/,National hour loss travel part the growth. 🤯,EVENT,0.8135226787287264,0.7915003909087959,0
83642,http://underwood.com/,Sell author play three stock Congress seat morning. 🤯,EVENT,0.9166886536858749,0.7940270288963465,0
62800,http://www.cole.info/,End fill source seem carry century town. 🤯,GPE,0.27976992606394835,0.9864531808024903,0
10329,https://www.clark-jenkins.com/,Around then interesting nearly pressure always fact age. 🤯,ORG,0.7215771680946887,0.10937879425992969,0
65889,http://www.stewart.biz/,Effort fill safe really firm itself successful project. 🤯,EVENT,-0.5856386204835768,0.7840329673562217,0
98680,https://archer-thomas.info/,Table present teacher style usually base option. 🤯,EVENT,-0.1250145297203169,0.5327487336120088,0
25627,https://marks-cruz.com/,Outside western management main future allow analysis serve nor. 🤯,ORG,-0.5931890153437658,0.8235494372117917,0
60697,https://www.miller-richardson.com/,Plant meeting above enjoy full sure throughout early ground. 🤯,PRODUCT,0.23104909318265165,0.07670133945614421,0
48012,http://strickland.net/,Agree red end tend suggest that provide sing. 🤯,PRODUCT,0.1252847108881172,0.3565571260098921,0
78009,http://poole.com/,Television hand gun hand local actually throw fish. 🤯,PERSON,-0.1370580363928926,0.04330008250461426,0
32688,https://www.howe.net/,Cup enough project former picture store free maintain grow group. 🤯,PRODUCT,0.9542060819090801,0.13483451106279887,0
60452,http://www.robinson.biz/,Though if establish none eat. 🤯,ORG,0.7762766470651481,0.8034440454555289,0
34410,http://huffman-moore.com/,Create describe hotel interest bill draw consumer think. 🤯,GPE,0.1458322864840189,0.27962482565356583,0
91519,https://www.kelly.com/,Draw its alone remain. 🤯,PERSON,0.14117880312271636,0.07520615526023244,0
50171,https://johnson-myers.net/,Decide station drug cold system wall successful part. 🤯,None,0.9847652451428655,0.7551912614158888,0
87590,https://bernard-dalton.info/,Garden reality southern great course explain could. 🤯,PRODUCT,-0.5399823805631621,0.18046306191414285,0
54815,http://miller-white.net/,In drive strong pattern next central general add field current. 🤯,PRODUCT,-0.31437236800764,0.007405317778199527,0
95335,http://www.reid.com/,Year hard whole measure if individual plant coach price ask. 🤯,EVENT,-0.8071355412196175,0.3310492144406256,0
57086,https://rodriguez-stone.com/,Wish Mrs respond five staff spring moment stock food. 🤯,None,0.6577397206453794,0.7320426617836195,0
31408,https://reynolds.com/,Million lay behavior well house toward western training. 🤯,ORG,0.20630957491774082,0.40904340040513787,0
99336,http://www.walker.com/,Throughout wear responsibility campaign receive trial practice that detail. 🤯,ORG,0.07109984044810647,0.0005898268750414992,0
34694,http://www.winters-leblanc.info/,Drop three hand candidate Congress air religious appear office. 🤯,None,-0.9442159889383748,0.8894931218606137,0
17924,http://wilson.com/,American pretty should treat maintain amount event. 🤯,GPE,0.5537958861574506,0.17192457446945608,0
53973,https://www.baker-rose.com/,Best they hear husband early. 🤯,EVENT,-0.9297665155730976,0.4727694314378079,0
70832,http://www.williamson-rios.biz/,Five find choice together kind somebody commercial recent. 🤯,PRODUCT,0.40989064321052715,0.9832523278216139,0
66186,https://jackson.com/,Throw thank address surface everything mind fire chance. 🤯,None,-0.5590579397214079,0.3937117596473553,0
77670,https://www.thornton.com/,Live there room sound attorney property memory already. 🤯,None,-0.7238978266183882,0.1730055410146749,0
42547,http://garza.biz/,Between every else himself he. 🤯,GPE,0.27656139655435696,0.013299569543471335,0
79197,https://www.williams-strong.com/,Minute including money Republican feel. 🤯,None,0.947280646434705,0.4494350530090302,0
20544,https://schwartz.com/,From federal quality away conference special food. 🤯,PRODUCT,0.5652220716397489,0.8624350566202429,0
74397,https://www.powell.com/,Dream environmental become second through black despite seem check economy. 🤯,GPE,-0.7650862008336512,0.6783754763873892,0
64845,https://tyler.net/,Other check through other believe people girl both great dream. 🤯,GPE,0.25567840762746274,0.28177386323764064,0
22136,https://www.jimenez-kennedy.com/,Recognize environment mention official seem book interest. 🤯,EVENT,-0.9912601879425027,0.26670947621321717,0
25273,https://garcia-huff.com/,Standard table treatment rise under often three forget different. 🤯,PERSON,0.7163127462333605,0.9371522559819709,0
66975,https://wood-wilson.com/,And let per level property head such least ball production. 🤯,PERSON,-0.8687761018805829,0.7835927284591627,0
22916,https://martin.info/,Owner animal play guy forward arm phone. 🤯,PRODUCT,-0.7633518331297773,0.8632667099884229,0
30867,http://www.johnson-martinez.com/,Whom want big radio young show. 🤯,GPE,-0.7439734010726486,0.2741468837114196,0
39615,http://morgan-hernandez.com/,Instead task life car generation board indeed too despite. 🤯,EVENT,-0.8785663941230135,0.7932242330913822,0
46886,http://www.richardson.com/,Mrs he political building outside. 🤯,PERSON,0.40973544023283814,0.193701467456027,0
19004,http://reyes-collins.biz/,Professional decade mention feeling explain home idea. 🤯,EVENT,-0.6063590642817371,0.8481367637615129,0
35349,http://www.pearson-gordon.com/,Phone music fear information conference doctor will just assume first. 🤯,PERSON,0.826082390884338,0.36123488165365125,0
94489,https://small.info/,Should worker interest develop brother ability throw idea. 🤯,PERSON,0.8746487607876938,0.895198901649327,0
87223,https://moody-barnes.com/,Respond strong compare contain hand story old positive whole marriage name. 🤯,ORG,-0.09259661410617936,0.895422993430375,0
86895,https://terry.org/,Edge hair hair no along step necessary political good crime. 🤯,EVENT,0.8008332560762086,0.5942950671619147,0
87276,https://bean-perez.com/,Point grow month clearly show bed image remain our. 🤯,PRODUCT,0.6492735881068159,0.9320559362909274,0
50547,http://gonzalez.com/,With rock old summer environment hotel leader. 🤯,GPE,0.09383727539759756,0.4765549031659553,0
29764,https://www.gomez.com/,Gas ready time interest cold go. 🤯,ORG,-0.13233197500568683,0.08832259520854457,0
51957,http://flowers.com/,Series history speak trade blood stop suddenly current concern. 🤯,PRODUCT,-0.5601008258514755,0.1820120094597909,0
12308,http://www.williams.com/,Teacher space table discover pattern father. 🤯,ORG,0.7289128611758051,0.8389244230958218,0
99906,https://www.bryant.com/,List military sing while check either. 🤯,GPE,0.6744833301143573,0.997199342503265,0
63176,http://www.meadows.com/,Stop bit activity hour lose scientist page note. 🤯,PRODUCT,0.6117321355064347,0.4736419849470228,0
17528,https://mitchell-stewart.net/,True fish night build threat no practice benefit wear pattern home. 🤯,ORG,-0.9784417463590456,0.24368001975898856,0
99011,http://moyer.org/,Law collection woman close night themselves so consumer heavy. 🤯,None,-0.562478785160694,0.8020056354164569,0
98602,https://www.waters.com/,Without position total law address community. 🤯,ORG,0.4211931966966487,0.3831942901173969,0
93536,https://knox-johnson.biz/,Section same energy whole turn drug certain fire she. 🤯,None,0.24663931245627868,0.523987460436079,0
63206,https://www.sandoval-sanchez.com/,Reduce anyone usually imagine central to who tax month answer. 🤯,GPE,0.47357947420727564,0.46743405281667527,0
85493,http://www.leon-weaver.com/,Page way garden address receive course look woman friend politics. 🤯,PERSON,-0.41269019605386004,0.6016790646071626,0
58891,https://www.brown.org/,Tough different environment around power people collection soon image. 🤯,GPE,-0.7841826320416538,0.43653082287460765,0
87142,http://brooks.com/,Hospital lawyer economic Mr dark audience after cold. 🤯,PRODUCT,0.5649054200404746,0.9574005705019827,0
20013,http://stewart-miranda.org/,Ahead much language race require action place. 🤯,PRODUCT,-0.18007152785415204,0.8286919674054627,0
17791,https://www.lewis.org/,Back relate miss Congress your education writer particular. 🤯,GPE,-0.2843144225427552,0.23253977327337416,0
13406,https://andrews-russo.com/,East life physical similar dream stuff seem manage hour tough. 🤯,GPE,-0.9306812401993425,0.8574586875119953,0
